id,da0e,price,bedrooms,ba0hrooms,sqf0_living,sqf0_lo0,floors,wa0erfron0,view,condi0ion,grade,sqf0_above,sqf0_basemen0,yr_buil0,yr_renova0ed,zipcode,sqf0_living15,sqf0_lo015
7944,2.02E+14,750000,3,3,2560,9182,2,0,0,3,9,2560,0,1993,0,98027,2800,8784
7945,2.01E+14,237000,3,1,1160,6132,1,0,0,4,7,1160,0,1958,0,98056,1280,6132
7946,2.01E+14,441500,2,2,1010,4000,2,0,0,5,7,1010,0,1919,0,98105,1470,4000
7947,2.02E+14,251000,3,2,1650,7930,1,0,0,4,7,1650,0,1989,0,98038,1510,7930
7948,2.01E+14,200000,3,1,2120,31564,1,0,0,3,7,1220,900,1942,0,98168,1790,11571
7949,2.01E+14,332000,1,1,960,2640,1,0,0,3,7,760,200,1908,0,98112,1620,3759
7950,2.01E+14,401500,3,3,1509,1114,3,0,0,3,8,1509,0,2014,0,98133,1509,2431
7951,2.01E+14,585000,4,2,2270,27122,1,0,0,5,8,1300,970,1957,0,98155,2380,11822
7952,2.01E+14,340000,4,3,1954,4805,2,0,0,3,8,1954,0,2005,0,98055,1714,3259
7953,2.02E+14,920000,3,4,2800,7694,1,0,0,3,9,2800,0,2005,0,98053,2420,7694
7954,2.01E+14,153000,3,1,1270,6405,2,0,0,3,6,1270,0,1944,0,98178,1110,6405
7955,2.02E+14,299950,4,2,1810,7601,1,0,0,3,7,1080,730,1986,0,98023,1570,7601
7956,2.02E+14,440000,4,3,2410,7517,2,0,0,3,8,2410,0,1983,0,98058,2420,8095
7957,2.01E+14,293000,3,3,1690,17383,2,0,0,3,7,1690,0,2003,0,98038,2610,7999
7958,2.02E+14,203000,3,2,1190,6000,1,0,0,3,7,1190,0,1952,2015,98178,1200,6000
7959,2.02E+14,193000,2,2,1280,6774,1,0,0,3,7,1280,0,1991,0,98002,1450,7810
7960,2.02E+14,305000,3,2,1460,7862,1,0,0,3,7,1460,0,1965,0,98155,2200,9293
7961,2.01E+14,495000,4,2,1600,6380,1,0,0,3,8,1130,470,1959,0,98125,1090,6380
7962,2.01E+14,420000,3,2,1770,6000,1,0,0,3,7,1130,640,1952,0,98125,1900,7200
7963,2.01E+14,569500,4,3,2800,8190,1,0,0,3,8,1700,1100,1971,0,98177,2460,8165
7964,2.01E+14,620000,4,3,2680,9185,2,0,0,3,9,2680,0,1989,0,98029,2810,8505
7965,2.01E+14,466000,3,2,1680,9460,1,0,0,4,7,1680,0,1959,0,98006,1690,9448
7966,2.02E+14,355500,3,1,1120,10032,1,0,0,3,7,1120,0,1962,0,98034,1210,9918
7967,2.02E+14,687500,2,1,1040,7200,1,0,0,4,6,1040,0,1955,0,98033,1640,7200
7968,2.02E+14,432100,3,2,1790,2240,2,0,0,4,8,1790,0,1975,0,98052,1780,2560
7969,2.01E+14,500000,3,3,2410,34848,2,0,0,3,8,2410,0,1976,0,98006,2420,16424
7970,2.01E+14,690000,5,3,3370,7313,2,0,0,4,8,2140,1230,1988,0,98029,2990,7806
7971,2.02E+14,350000,2,1,800,5150,1,0,0,4,6,800,0,1949,0,98118,1280,5150
7972,2.01E+14,268000,2,1,1380,5000,1,0,0,3,7,870,510,1943,0,98108,1450,5000
7973,2.01E+14,120000,2,1,990,39964,1,0,0,2,4,990,0,1945,0,98042,1560,8990
7974,2.02E+14,285000,4,3,1800,9229,2,0,0,3,7,1800,0,1994,0,98022,1970,9231
7975,2.01E+14,365000,4,2,1820,12327,1,0,0,4,7,1380,440,1955,0,98006,1450,9256
7976,2.02E+14,635000,3,3,2620,6842,2,0,0,3,7,2620,0,2002,0,98053,2280,4800
7977,2.01E+14,630000,2,3,2290,3507,2,0,0,3,9,2290,0,2005,0,98029,2290,3640
7978,2.02E+14,450000,4,3,2200,4466,2,0,0,3,7,2200,0,1968,0,98103,1780,2250
7979,2.02E+14,590000,4,3,2940,12600,1,0,0,4,8,1850,1090,1974,0,98074,2030,11770
7980,2.01E+14,895000,2,2,1700,3618,1,0,1,3,8,1260,440,1950,0,98199,2200,5000
7981,2.01E+14,160000,3,1,860,11900,1,0,0,4,6,860,0,1963,0,98030,1660,10248
7982,2.01E+14,520000,2,1,910,5000,1,0,0,3,7,910,0,1924,0,98107,1050,5000
7983,2.01E+14,432000,4,3,2820,13059,2,0,0,4,8,2820,0,1976,0,98058,2360,8600
7984,2.01E+14,141800,2,1,930,4743,1,0,0,4,5,930,0,1942,0,98056,930,4779
7985,2.01E+14,980000,4,2,2190,4560,3,0,0,5,8,2190,0,1910,0,98103,2190,4560
7986,2.02E+14,1.29E+06,4,3,3430,7200,2,0,0,3,9,3430,0,2014,0,98033,1530,7800
7987,2.01E+14,740000,4,3,2560,6900,1,0,0,3,8,1480,1080,1959,0,98115,2600,7200
7988,2.01E+14,230000,2,1,770,6450,1,0,0,4,6,770,0,1948,0,98106,780,6063
7989,2.01E+14,3.40E+06,3,5,5230,17826,2,1,4,3,10,3740,1490,2005,0,98040,3670,17826
7990,2.02E+14,954500,3,2,2440,9689,1,0,2,4,8,1830,610,1974,0,98008,2730,9689
7991,2.02E+14,622000,3,2,1650,3150,2,0,0,4,8,1650,0,1929,0,98122,1650,4500
7992,2.02E+14,90000,1,1,780,4000,1,0,0,3,5,780,0,1905,0,98108,1150,4000
7993,2.01E+14,342000,3,3,1260,1634,3,0,0,3,8,1260,0,1998,0,98103,1260,1135
7994,2.01E+14,305000,4,3,2320,4683,2,0,0,3,7,2320,0,2007,0,98042,2230,5750
7995,2.01E+14,259900,4,3,1560,8820,1,0,3,3,7,1060,500,1979,0,98001,2140,7800
7996,2.01E+14,420000,3,2,2330,6346,2,0,0,3,6,1600,730,1934,2014,98146,1380,8400
7997,2.02E+14,250000,2,1,1400,19570,2,0,0,3,6,1100,300,1929,0,98168,2250,6500
7998,2.02E+14,249950,3,2,1450,6875,1,0,0,4,7,1450,0,1961,0,98198,1270,8000
7999,2.02E+14,199000,2,1,1140,15120,1,0,0,4,6,990,150,1932,0,98055,2320,11250
8000,2.02E+14,355200,3,1,1120,7320,1,0,0,4,7,1120,0,1954,0,98146,1410,6328
8001,2.01E+14,425000,3,2,1970,13709,1,0,0,4,7,1680,290,1955,0,98155,2200,16536
8002,2.01E+14,379500,3,1,1110,7128,1,0,0,3,7,1110,0,1980,0,98052,1510,7107
8003,2.01E+14,860000,4,3,3070,6923,2,0,0,3,9,3070,0,2009,0,98033,2190,9218
8004,2.01E+14,335000,3,3,1940,4927,2,0,0,3,8,1940,0,2004,0,98058,2070,4892
8005,2.01E+14,865000,3,3,3050,12558,2,0,0,3,10,3050,0,1997,0,98074,3543,12558
8006,2.02E+14,390000,3,1,1240,3600,2,0,0,3,7,1240,0,1902,0,98144,1680,3600
8007,2.01E+14,569950,5,4,3380,7805,2,0,0,3,8,3380,0,2014,0,98148,2790,7805
8008,2.02E+14,495500,3,3,3190,7828,2,0,0,3,9,3190,0,2006,0,98059,2970,7828
8009,2.01E+14,476500,4,2,1670,10200,1,0,0,3,7,1390,280,1953,0,98118,1720,6860
8010,2.01E+14,261000,3,1,1660,11200,1,0,0,3,7,1660,0,1957,0,98056,1380,10875
8011,2.01E+14,375000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,98006,1300,9572
8012,2.02E+14,550000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,98006,1300,9572
8013,2.01E+14,230000,2,1,1430,4000,1,0,0,3,7,930,500,1949,0,98118,1110,4000
8014,2.02E+14,526750,5,3,2270,10700,1,0,0,4,8,1570,700,1963,0,98028,2020,10230
8015,2.02E+14,606000,3,2,1980,7680,2,0,0,4,6,1070,910,1911,0,98033,1330,8704
8016,2.02E+14,368500,4,3,2500,26400,1,0,0,3,8,1780,720,1977,0,98031,2180,31900
8017,2.01E+14,275000,3,1,1230,171190,1,0,0,3,7,1230,0,1973,0,98070,1550,15450
8018,2.02E+14,342000,4,1,1390,9023,2,0,0,3,7,1390,0,1955,0,98155,1760,9023
8019,2.02E+14,278100,4,2,2120,8520,1,0,0,3,7,1600,520,1978,0,98023,2160,8400
8020,2.01E+14,450000,4,3,1540,4840,1,0,2,4,7,850,690,1929,0,98126,1180,4840
8021,2.01E+14,349950,4,3,2000,5006,2,0,0,3,7,2000,0,2005,0,98058,2410,4889
8022,2.02E+14,425000,4,3,2400,6053,2,0,0,3,8,2400,0,2001,0,98038,2460,6519
8023,2.01E+14,435000,4,3,2110,8751,1,0,0,3,7,1510,600,1962,0,98011,1660,10295
8024,2.01E+14,460000,4,3,2550,19017,1,0,0,4,7,1300,1250,1961,0,98155,2080,21100
8025,2.01E+14,323000,4,2,1440,8114,1,0,0,4,7,1440,0,1963,0,98155,1940,7208
8026,2.02E+14,325000,2,1,810,6827,1,0,0,3,6,810,0,1944,0,98106,990,6827
8027,2.01E+14,480000,2,2,1170,4635,1,0,0,4,6,690,480,1924,0,98117,1240,4120
8028,2.02E+14,1.33E+06,3,3,3590,8400,1,0,0,3,9,2950,640,1958,2007,98005,1620,7875
8029,2.02E+14,210000,4,2,2090,6485,1,0,0,3,7,1280,810,1956,0,98178,2190,9600
8030,2.02E+14,920000,5,5,3820,5750,2,0,3,3,9,2830,990,2000,0,98116,1750,5750
8031,2.01E+14,399000,3,1,1460,8290,1,0,0,3,8,1460,0,1959,0,98125,1470,8290
8032,2.01E+14,631750,3,2,2360,4063,1,0,0,5,7,1180,1180,1940,0,98117,1660,4063
8033,2.02E+14,184000,3,1,1100,8680,1,0,0,3,6,1100,0,1962,0,98023,1100,9220
8034,2.02E+14,333000,4,3,2100,7208,2,0,0,3,8,2100,0,1974,0,98058,2060,7480
8035,2.01E+14,218000,2,2,1310,2841,2,0,0,3,6,1310,0,2004,0,98038,1360,2550
8036,2.02E+14,258305,2,2,750,2964,1,0,0,5,5,750,0,1919,0,98118,1350,3090
8037,2.01E+14,775000,5,2,1720,5000,2,0,0,3,8,1720,0,1915,0,98103,1720,5000
8038,2.01E+14,515000,3,3,3370,19585,2,0,0,3,7,3200,170,1951,0,98133,1730,9430
8039,2.01E+14,455000,2,2,1200,1259,2,0,0,3,8,1000,200,2015,0,98144,1320,1852
8040,2.02E+14,440000,3,3,1830,6807,3,0,0,5,7,1830,0,1954,0,98155,1340,6807
8041,2.01E+14,1.44E+06,3,4,3870,3819,2,0,0,3,11,2760,1110,2002,0,98102,2530,5500
8042,2.01E+14,850000,3,2,2220,3707,2,0,0,4,8,1620,600,1919,0,98122,2030,4850
8043,2.02E+14,480000,3,2,2920,21375,1,0,0,3,8,1850,1070,1961,0,98028,1540,8482
8044,2.01E+14,420000,5,3,2540,27007,1,0,0,3,8,1520,1020,1980,2014,98058,1800,26572
8045,2.01E+14,408000,3,2,1970,7100,1,0,0,3,7,1590,380,1976,0,98072,1790,7455
8046,2.01E+14,278000,5,2,2170,9752,1,0,0,3,7,1100,1070,1962,0,98003,1810,10609
8047,2.02E+14,1.20E+06,3,3,2350,1620,2,0,0,3,9,1560,790,2001,0,98112,2000,4380
8048,2.01E+14,454000,4,2,2630,39000,2,0,0,3,9,2630,0,1979,0,98042,2270,66647
8049,2.02E+14,1.85E+06,4,3,4120,14866,1,1,4,3,8,2070,2050,1965,0,98006,3620,19729
8050,2.02E+14,499000,4,2,2440,5000,2,0,0,3,7,2440,0,2007,0,98065,2440,5212
8051,2.02E+14,590000,5,3,3480,6625,2,0,0,3,8,3480,0,2012,0,98059,2800,9400
8052,2.01E+14,385000,3,4,1900,4805,2,0,0,3,8,1560,340,1999,0,98108,1360,4800
8053,2.01E+14,1.25E+06,4,3,3160,10043,2,0,2,3,9,3160,0,2011,0,98034,3450,10043
8054,2.01E+14,202200,2,2,1330,2159,1,0,0,4,8,1330,0,1979,0,98198,1220,3679
8055,2.02E+14,450000,3,2,1420,13468,1,0,0,3,7,960,460,1976,0,98033,1480,10980
8056,2.02E+14,435000,3,2,2570,233481,2,0,0,4,8,2570,0,1986,0,98038,2280,157687
8057,2.02E+14,550000,2,1,1270,43560,1,0,0,4,5,1270,0,1908,0,98042,1870,6960
8058,2.02E+14,361000,3,2,2470,5650,1,0,2,3,7,1550,920,1973,0,98178,1660,5650
8059,2.02E+14,760000,4,2,2590,12600,2,0,0,3,9,2590,0,1979,0,98006,2620,11050
8060,2.01E+14,902000,4,3,3030,8507,2,0,0,3,9,3030,0,2003,0,98033,2570,8830
8061,2.02E+14,505000,3,2,1240,4550,2,0,0,4,7,1240,0,1951,0,98116,2110,5700
8062,2.02E+14,200000,3,1,1040,8925,1,0,0,4,6,1040,0,1961,0,98023,1040,8925
8063,2.02E+14,260000,5,2,2320,6375,1,0,0,4,7,1270,1050,1967,0,98001,1760,7600
8064,2.01E+14,417000,2,1,1190,5100,2,0,0,2,7,1190,0,1928,0,98117,1920,5100
8065,2.02E+14,287500,3,2,2030,8690,1,0,0,4,8,1360,670,1986,0,98023,1720,8800
8066,2.02E+14,450000,3,2,1390,10530,1,0,0,3,7,1390,0,1961,0,98033,1750,10530
8067,2.02E+14,825000,2,2,2050,4000,2,0,2,3,8,2050,0,1979,0,98119,1940,4000
8068,2.01E+14,1.48E+06,4,3,3050,6179,2,0,0,4,9,2330,720,1926,0,98112,3020,6505
8069,2.02E+14,319950,2,1,1240,5500,2,0,0,3,6,1240,0,1921,0,98118,1520,5500
8070,2.01E+14,682000,4,3,3030,30000,2,0,0,4,9,3030,0,1981,0,98072,2600,34932
8071,2.02E+14,560000,3,2,1930,6000,1,0,0,3,8,1130,800,1956,0,98119,1870,6000
8072,2.01E+14,350000,3,2,1490,10344,1,0,0,3,7,1490,0,1985,0,98155,1450,8632
8073,2.01E+14,270000,3,2,1510,10215,1,0,0,4,7,1510,0,1995,0,98022,1370,8902
8074,2.02E+14,284000,3,2,1320,35100,1,0,0,3,7,1320,0,1990,0,98092,1660,35100
8075,2.01E+14,308000,4,3,2330,4606,2,0,0,3,8,2330,0,2004,0,98031,2330,5783
8076,2.01E+14,450000,4,2,2240,7725,1,0,0,5,7,1120,1120,1956,0,98106,1340,6300
8077,2.01E+14,540000,4,3,2050,34222,2,0,0,4,8,2050,0,1989,0,98077,2240,51400
8078,2.01E+14,380000,4,2,1680,11123,1,0,0,3,7,1130,550,1959,0,98177,1770,10103
8079,2.02E+14,522500,4,3,2200,122403,2,0,0,3,7,2200,0,1971,0,98014,1710,74487
8080,2.01E+14,118000,1,1,670,7957,1,0,0,4,6,670,0,1978,0,98038,1600,7957
8081,2.02E+14,280400,4,2,1730,7210,1,0,0,4,7,1010,720,1968,0,98003,1620,7210
8082,2.01E+14,710000,4,3,2710,41811,2,0,0,4,8,1690,1020,1995,0,98075,2110,35656
8083,2.01E+14,720000,3,3,3410,25741,2,0,0,4,8,3410,0,1993,0,98014,1660,25865
8084,2.01E+14,787000,3,2,1330,7500,1,0,0,3,8,1330,0,1961,0,98004,1690,7800
8085,2.02E+14,537000,4,3,1990,2660,2,0,0,3,8,1990,0,2012,0,98034,1990,2665
8086,2.01E+14,650000,2,2,1900,4450,1,0,0,5,7,1500,400,1916,0,98144,2130,5000
8087,2.02E+14,154200,4,1,1310,8640,1,0,0,3,6,910,400,1948,0,98146,1310,8640
8088,2.02E+14,238000,4,3,1690,7260,1,0,0,3,7,1080,610,1979,0,98023,1690,7700
8089,2.01E+14,285650,3,1,1040,8199,1,0,0,3,7,1040,0,1953,0,98155,1420,8200
8090,2.01E+14,485500,2,2,1340,1286,2,0,0,3,8,1190,150,2006,0,98122,1460,1245
8091,2.02E+14,315000,2,1,1120,7350,1,0,0,3,7,1120,0,1942,0,98155,1320,7545
8092,2.01E+14,4.67E+06,5,7,9640,13068,1,1,4,3,12,4820,4820,1983,2009,98040,3270,10454
8093,2.01E+14,627000,3,2,2310,10525,2,0,0,5,7,2310,0,1965,0,98033,1430,10523
8094,2.02E+14,525000,3,3,2190,34528,2,0,0,3,8,2190,0,1994,0,98027,2460,37901
8095,2.01E+14,526000,3,3,1220,1281,2,0,0,3,8,930,290,2014,0,98105,1303,3810
8096,2.02E+14,480000,3,2,1200,3060,1,0,0,4,7,1060,140,1910,0,98115,1410,3060
8097,2.01E+14,970000,3,4,3840,53696,2,0,0,3,9,3840,0,1996,0,98077,3810,35181
8098,2.01E+14,640000,4,3,2460,9973,1,0,0,4,8,1560,900,1965,0,98177,1830,7200
8099,2.01E+14,279000,3,3,1630,7950,1,0,0,3,8,1320,310,1985,0,98042,1650,7952
8100,2.01E+14,303000,2,2,970,9750,1,0,0,5,6,970,0,1940,0,98146,1850,9000
8101,2.01E+14,315000,4,2,1780,5336,2,0,0,5,6,930,850,1918,0,98178,1910,10304
8102,2.02E+14,336500,4,2,1760,7268,1,0,0,4,7,1080,680,1979,0,98058,1830,8786
8103,2.01E+14,163250,2,1,770,8150,1,0,0,3,6,770,0,1951,0,98118,1140,8550
8104,2.02E+14,444950,3,1,1760,6927,1,0,0,3,7,1050,710,1962,0,98011,2060,9120
8105,2.01E+14,285000,2,1,990,2446,2,0,0,3,7,990,0,1998,0,98144,1260,2805
8106,2.02E+14,370000,2,1,1250,4960,1,0,0,3,7,940,310,1938,0,98115,2030,7440
8107,2.01E+14,330000,3,2,1440,5150,2,0,0,3,7,1440,0,1997,0,98106,1530,5238
8108,2.01E+14,395000,2,2,1960,4018,1,0,0,5,7,980,980,1950,0,98108,1240,4641
8109,2.02E+14,440000,6,3,2510,5310,1,0,0,4,7,1460,1050,1944,0,98108,1390,5407
8110,2.01E+14,625000,4,3,2920,6605,2,0,0,3,8,2920,0,2012,0,98059,3030,6605
8111,2.01E+14,435000,3,3,1730,46638,2,0,0,3,8,1730,0,1991,0,98045,1750,35508
8112,2.01E+14,299950,3,3,1570,2577,2,0,0,3,7,1570,0,2005,0,98019,1970,2952
8113,2.01E+14,560000,2,2,970,4233,1,0,0,4,7,970,0,1944,0,98199,1340,4233
8114,2.01E+14,380000,4,3,2800,9764,2,0,0,3,8,2800,0,2002,0,98038,3610,8194
8115,2.01E+14,333000,4,2,1580,7800,2,0,0,2,6,1580,0,1906,0,98144,1190,4440
8116,2.01E+14,499000,2,1,1220,3000,1,0,0,3,7,920,300,1926,0,98117,1270,3000
8117,2.02E+14,386000,3,2,1550,8000,1,0,0,3,6,1330,220,1980,0,98118,1150,5150
8118,2.01E+14,320600,3,2,1220,7620,1,0,0,3,6,720,500,1947,2014,98166,1640,7620
8119,2.01E+14,285000,2,2,1651,18200,1,0,0,3,6,1651,0,1946,0,98070,1510,89595
8120,2.01E+14,450000,7,4,3150,7800,2,0,0,3,8,3150,0,2013,0,98118,1880,6000
8121,2.01E+14,175000,2,1,800,7150,1,0,0,3,5,800,0,1933,0,98030,1220,8019
8122,2.02E+14,544800,5,3,3190,5857,2,0,0,3,9,3190,0,2004,0,98058,3100,5857
8123,2.02E+14,220000,3,2,1720,7587,1,0,0,4,7,1140,580,1981,0,98092,1120,7287
8124,2.01E+14,374000,2,2,1100,1695,2,0,0,3,9,1100,0,2009,0,98118,1100,3082
8125,2.02E+14,200000,3,2,1010,7896,1,0,0,3,7,1010,0,1984,0,98031,1540,7896
8126,2.02E+14,259950,3,2,1010,7896,1,0,0,3,7,1010,0,1984,0,98031,1540,7896
8127,2.01E+14,255000,4,3,1760,9222,1,0,0,3,7,1140,620,1971,0,98023,1800,9222
8128,2.02E+14,447000,3,2,1400,6750,1,0,0,3,7,1040,360,1975,0,98034,1860,7480
8129,2.02E+14,287000,3,3,1820,8722,2,0,0,3,7,1820,0,1926,2008,98022,1480,12285
8130,2.01E+14,344950,3,2,1470,6950,1,0,0,5,6,1470,0,1932,0,98133,1660,5065
8131,2.01E+14,212000,2,1,770,7000,1,0,0,3,6,770,0,1921,0,98024,1100,8777
8132,2.01E+14,425000,5,3,1340,11583,1,0,0,3,7,1190,150,1962,0,98034,1950,10514
8133,2.01E+14,170000,1,1,480,4560,1,0,0,3,5,480,0,1922,0,98065,890,4803
8134,2.02E+14,565000,3,1,1260,4080,2,0,0,4,7,1260,0,1928,0,98103,1130,3876
8135,2.01E+14,234000,2,1,870,11100,1,0,0,3,6,870,0,1940,0,98146,1370,10404
8136,2.01E+14,1.51E+06,3,3,4010,12105,1,0,3,5,11,2600,1410,1983,0,98006,4010,15081
8137,2.02E+14,345000,3,3,2340,8414,1,0,0,3,7,1280,1060,1993,0,98188,2340,7268
8138,2.02E+14,415000,3,3,1770,3172,2,0,0,3,8,1770,0,2009,0,98065,1760,2891
8139,2.01E+14,760000,5,2,2660,10637,2,0,0,5,7,1670,990,1922,0,98115,1570,6825
8140,2.02E+14,484000,5,3,3600,20001,2,0,0,4,9,3600,0,1976,0,98166,2860,21780
8141,2.01E+14,360000,2,2,1230,1107,2,0,0,3,8,1230,0,2006,0,98029,1380,1107
8142,2.02E+14,875000,3,3,3270,39586,2,0,0,3,11,3270,0,1988,0,98077,3480,35998
8143,2.01E+14,930000,3,3,3100,20553,1,0,0,3,10,3100,0,1954,0,98177,3000,22302
8144,2.01E+14,250000,3,2,1900,6660,1,0,0,5,7,950,950,1966,0,98038,1690,8111
8145,2.02E+14,394000,2,2,1750,2731,2,0,0,3,8,1750,0,2012,0,98065,1650,2731
8146,2.02E+14,865000,4,4,3380,11270,2,0,1,3,9,2160,1220,2007,0,98074,2910,11214
8147,2.01E+14,477500,2,2,2090,6000,2,0,1,3,7,2090,0,1918,1985,98116,1600,5400
8148,2.01E+14,1.25E+06,4,3,4120,12500,1,0,4,4,8,2060,2060,1947,0,98116,3680,5000
8149,2.01E+14,270000,3,2,1260,7500,1,0,0,3,6,840,420,1947,0,98155,1340,7500
8150,2.02E+14,567000,3,2,1800,6875,1,0,0,4,8,1230,570,1974,0,98052,1800,8749
8151,2.01E+14,635000,3,3,1960,7200,1,0,0,4,8,980,980,1940,0,98118,1440,7200
8152,2.01E+14,1.87E+06,6,3,4460,6952,3,0,2,4,10,3460,1000,1930,0,98105,2750,4769
8153,2.01E+14,183000,3,2,1330,9200,1,0,0,4,7,1330,0,1973,0,98092,1590,9200
8154,2.02E+14,309933,3,2,1820,78408,1,0,0,3,6,1220,600,1950,0,98042,1340,78408
8155,2.02E+14,945800,4,3,3360,9100,1,0,0,4,8,1760,1600,1973,0,98006,2620,8925
8156,2.01E+14,503000,2,2,2860,59612,1,1,4,3,8,1510,1350,1948,2003,98023,2720,59612
8157,2.01E+14,220000,3,1,1460,10200,1,0,0,4,7,1460,0,1957,0,98055,1460,8500
8158,2.02E+14,335000,3,2,1900,36769,1,0,0,3,8,1900,0,1987,0,98092,1950,35847
8159,2.02E+14,650000,3,2,1790,9927,1,0,2,4,7,1240,550,1969,0,98075,2610,10700
8160,2.02E+14,511000,4,4,3100,7600,2,0,0,3,10,3100,0,2005,0,98031,3350,7638
8161,2.01E+14,275000,2,1,900,57063,1,0,0,4,6,900,0,1938,0,98045,1440,268765
8162,2.02E+14,576250,2,2,1530,5000,2,0,0,4,7,1260,270,1989,0,98107,1470,5000
8163,2.02E+14,1.45E+06,2,3,2070,3128,2,1,3,3,9,1760,310,1988,0,98075,2740,3568
8164,2.01E+14,186000,3,2,1340,4320,1,0,0,3,5,920,420,1912,1993,98002,980,6480
8165,2.02E+14,655100,1,1,1220,4160,1,0,0,3,7,1220,0,1922,0,98115,1970,4200
8166,2.01E+14,328000,4,3,2370,6500,2,0,0,3,9,2370,0,1998,0,98092,2590,6137
8167,2.02E+14,441000,3,3,1890,11036,1,0,0,3,8,1460,430,1973,0,98133,2040,7524
8168,2.02E+14,370000,3,2,1480,7725,2,0,0,4,7,1480,0,1981,0,98059,1720,8379
8169,2.02E+14,630000,2,1,1050,8382,1,0,0,3,7,1050,0,1959,0,98040,2400,9525
8170,2.02E+14,470500,4,2,2070,14000,1,0,0,3,7,1720,350,1958,0,98028,1690,14444
8171,2.02E+14,285950,2,1,1170,6000,1,0,0,3,6,1170,0,1948,0,98168,1130,7500
8172,2.02E+14,698000,3,2,1090,7200,1,0,0,4,7,1090,0,1958,0,98040,2010,8982
8173,2.01E+14,268000,3,3,1650,6684,2,0,0,3,7,1650,0,1991,0,98031,1850,7048
8174,2.02E+14,1.63E+06,4,4,4410,8112,3,0,4,3,11,3570,840,2003,0,98116,2770,5750
8175,2.02E+14,355000,4,3,1780,15000,2,0,0,2,7,1780,0,1993,0,98058,2005,9680
8176,2.01E+14,299000,3,1,1550,8778,1,0,0,3,7,1250,300,1952,0,98118,2120,7268
8177,2.01E+14,1.00E+06,4,3,2290,6120,2,0,0,4,7,2170,120,1926,0,98115,1910,4590
8178,2.02E+14,275000,4,2,2220,8229,2,0,0,4,7,2220,0,1958,0,98030,1660,8396
8179,2.02E+14,475000,3,2,1150,10240,1,0,0,3,6,1030,120,1918,0,98106,1270,2566
8180,2.01E+14,260000,4,3,2000,37045,2,0,0,3,8,2000,0,1989,0,98042,2390,36868
8181,2.01E+14,416000,2,2,1270,7560,2,0,0,4,7,1270,0,1932,0,98133,1480,7560
8182,2.01E+14,495000,5,1,1810,11205,2,0,2,3,7,1810,0,1915,0,98178,1860,7965
8183,2.02E+14,357500,3,1,1450,8100,1,0,0,3,6,1450,0,1952,0,98125,1450,7800
8184,2.01E+14,459500,2,2,1170,1079,3,0,0,3,7,1170,0,2003,0,98103,1170,1116
8185,2.01E+14,258000,3,3,1730,6930,2,0,0,3,8,1730,0,1994,0,98003,1780,6930
8186,2.02E+14,600000,3,2,2680,98445,1,0,0,5,8,2680,0,1962,0,98059,2340,98445
8187,2.01E+14,665000,3,1,1260,24550,2,0,2,4,7,1260,0,1937,0,98136,2500,12320
8188,2.01E+14,165000,3,2,1020,10152,1,0,0,5,6,1020,0,1959,0,98056,1320,8892
8189,2.01E+14,297000,5,3,1970,8605,2,0,0,4,7,1970,0,1994,0,98022,1970,8460
8190,2.01E+14,350000,2,1,830,5100,1,0,0,4,7,830,0,1942,0,98126,1220,5100
8191,2.01E+14,2.45E+06,4,5,5030,11023,2,0,2,3,11,3250,1780,2008,0,98040,3640,11490
8192,2.02E+14,180000,2,1,800,9450,1,0,0,3,6,800,0,1958,0,98058,1090,9450
8193,2.02E+14,339950,3,2,1330,12092,1,0,0,4,6,720,610,1981,0,98168,1770,11770
8194,2.02E+14,365000,3,1,1030,4700,1,0,0,3,7,1030,0,1952,0,98146,1030,4700
8195,2.01E+14,955000,4,4,5660,193593,2,0,0,3,10,4100,1560,2001,0,98019,3620,207141
8196,2.01E+14,732000,3,3,2330,1987,2,0,4,3,9,1410,920,2004,0,98107,2640,5250
8197,2.01E+14,500000,3,2,1540,10800,1,0,0,5,6,770,770,1947,0,98040,2020,10800
8198,2.02E+14,610000,6,3,2040,8560,1,0,2,4,7,1100,940,1961,0,98008,2230,8560
8199,2.01E+14,525000,3,2,1540,7800,1,0,0,3,8,1540,0,2004,0,98125,1510,7800
8200,2.01E+14,170000,4,1,1920,13787,1,0,0,4,7,1220,700,1966,0,98188,1490,11200
8201,2.01E+14,300000,3,3,1870,3439,2,0,0,3,7,1870,0,2005,0,98042,2190,4029
8202,2.01E+14,389500,5,4,2960,12527,2,0,0,3,9,1940,1020,1986,0,98023,2210,10952
8203,2.02E+14,330000,3,2,1690,10250,1,0,0,4,7,1690,0,1955,0,98166,1990,11084
8204,2.01E+14,269950,3,2,1610,7187,2,0,0,3,7,1610,0,1988,0,98042,1640,7194
8205,2.01E+14,107000,2,1,670,4720,1,0,0,4,6,670,0,1948,0,98106,1480,4720
8206,2.01E+14,249000,3,1,1752,14626,2,0,2,3,8,1752,0,2005,0,98032,1800,9000
8207,2.01E+14,442500,4,2,1540,5920,2,0,0,5,7,1540,0,1935,0,98125,1630,6216
8208,2.02E+14,579000,3,3,3160,286181,2,0,3,3,9,3160,0,2002,0,98010,2110,94663
8209,2.02E+14,621500,3,2,2570,39634,2,0,0,3,8,2570,0,1984,0,98075,2990,39634
